Year,Engine Size (L),Price (EUR),Price (USD)
2012,1.8,45714.7935,53782.11
2011,4.9,23403.118,27533.08
2011,2.2,41244.125,48522.5
2019,2.3,59019.9965,69435.29
2017,2.1,42550.8895,50059.87
2020,3.2,58205.628500000006,68477.21
2020,2.1,48836.5205,57454.73
2020,3.3,27522.405,32379.3
2014,2.6,33518.551499999994,39433.59
2011,4.1,58457.3985,68773.41
2016,4.9,30010.712,35306.72
2020,4.5,53780.605,63271.3
2018,3.9,41985.342,49394.52
2012,1.9,16121.984,18967.04
2017,4.3,29407.0845,34596.57
2020,2.4,42928.196,50503.76
2013,3.5,35286.7725,41513.85
2018,1.4,13466.975,15843.5
2017,2.3,34918.459,41080.54
2012,1.8,36114.324,42487.44
2012,4.8,56389.71399999999,66340.84
2010,2.8,47462.1895,55837.87
2012,2.1,22413.531,26368.86
2011,2.6,23085.167,27159.02
2010,4.8,15150.561499999998,17824.19
2012,2.7,22463.851,26428.06
2010,2.0,18255.0335,21476.51
2010,1.5,17782.374,20920.44
2019,4.7,36017.849,42373.94
2012,2.9,26577.2645,31267.37
2020,1.5,37496.7385,44113.81
2018,2.8,55834.0945,65687.17
2019,1.8,51183.906,60216.36
2014,2.2,39916.7225,46960.85
2011,3.8,39332.271,46273.26
2018,2.9,17200.77,20236.2
2013,2.3,54980.3205,64682.73
2015,2.7,18991.244,22342.64
2012,5.0,40564.822,47723.32
2015,4.9,12789.576,15046.56
2015,3.6,26428.3445,31092.17
2011,1.9,14585.4985,17159.41
2010,3.0,62388.7675,73398.55
2012,2.7,53059.21,62422.6
2014,1.4,14777.3945,17385.17
2012,2.7,35728.8405,42033.93
2013,1.1,17996.6845,21172.57
2015,2.6,19021.4105,22378.13
2010,2.3,40299.673,47411.38
2017,4.1,47121.705,55437.3
2017,3.4,44058.9255,51834.03
2013,3.4,17574.5405,20675.93
2018,2.7,17276.0035,20324.71
2012,3.4,23101.2915,27177.99
2012,3.5,14506.0915,17065.99
2019,3.4,22294.6245,26228.97
2013,2.3,23357.1245,27478.97
2017,1.4,41672.44,49026.4
2010,4.0,24036.691,28278.46
2017,2.3,49196.0535,57877.71
2015,4.6,57927.4235,68149.91
2013,4.5,35260.1845,41482.57
2016,2.7,15058.319499999998,17715.67
2010,3.5,34548.981,40645.86
2018,1.4,61406.22699999999,72242.62
2020,2.3,53324.325,62734.5
2013,4.7,55469.8015,65258.59
2011,4.4,59003.685000000005,69416.1
2016,3.2,52904.1955,62240.23
2020,4.0,58146.8,68408.0
2018,1.2,63070.88399999999,74201.04
2010,2.5,47188.804,55516.24
2014,3.9,42661.279,50189.74
2015,4.2,62608.4415,73656.99
2013,1.3,34126.31,40148.6
2020,4.1,20363.8835,23957.51
2019,3.6,33037.052,38867.12
2014,2.5,60819.982,71552.92
2017,4.8,54861.7795,64543.27
2013,4.0,62388.147,73397.82
2010,4.3,25058.3315,29480.39
2013,3.2,67292.15400000001,79167.24
2017,3.7,42133.497,49568.82
2014,2.6,65146.686,76643.16
2010,4.1,60548.3135,71233.31
2012,2.7,47566.8925,55961.05
2010,2.7,18525.2315,21794.39
2020,4.3,28648.927,33704.62
2014,4.4,31866.7295,37490.27
2020,3.7,36253.3245,42650.97
2016,3.8,61465.2,72312.0
2010,3.4,42698.4835,50233.51
2020,1.5,55877.351,65738.06
2019,3.8,19008.21,22362.6
2015,3.0,13532.0935,15920.11
2015,3.6,57608.9285,67775.21
2010,1.2,60147.02,70761.2
2018,2.0,32441.049000000003,38165.94
2014,2.6,44391.25,52225.0
2013,4.4,20436.499,24042.94
2010,1.2,48425.12899999999,56970.74
2016,2.5,28570.3105,33612.13
2020,1.6,59878.56449999999,70445.37
2018,3.1,30884.7415,36334.99
2016,4.3,51920.193,61082.58
2011,4.4,30357.325,35714.5
2013,4.0,47756.689,56184.34
2019,4.0,58838.28349999999,69221.51
2011,3.8,55525.1025,65323.65
2017,1.1,18640.075,21929.5
2020,1.1,50327.055,59208.3
2015,1.7,47775.185,56206.1
2013,1.3,18463.241,21721.46
2013,1.4,20664.843,24311.58
2020,1.3,66910.861,78718.66
2019,3.0,63878.5115,75151.19
2015,4.1,14061.6435,16543.11
2014,4.9,33344.412,39228.72
2013,2.3,57397.86499999999,67526.9
2017,1.8,21099.7625,24823.25
2017,3.8,25799.1745,30351.97
2019,3.7,61111.9825,71896.45
2013,2.2,43911.765,51660.9
2019,1.8,46613.5155,54839.43
2015,3.6,23650.808,27824.48
2010,3.1,26460.8145,31130.37
2014,1.5,65434.122,76981.32
2010,3.0,67285.83,79159.8
2014,3.4,48261.9715,56778.79
2019,2.8,63213.769,74369.14
2020,1.9,64668.97749999999,76081.15
2019,2.6,44998.745,52939.7
2014,4.9,39042.27649999999,45932.09
2012,1.4,67669.91100000001,79611.66
2018,1.8,61203.808,72004.48
2017,3.6,52324.079,61557.74
2011,1.4,35715.997,42018.82
2019,2.9,19489.9305,22929.33
2011,2.3,67768.66399999999,79727.84
2017,1.4,25907.5835,30479.51
2019,4.5,43721.008,51436.48
2018,2.4,38862.765,45720.9
2020,4.0,27544.318,32405.08
2016,1.2,22281.679,26213.74
2018,4.1,50136.7485,58984.41
2011,4.1,62330.619,73330.14
2010,3.1,27502.872,32356.32
2015,3.8,26311.954,30955.24
2019,1.2,19074.5695,22440.67
2019,4.7,20265.87,23842.2
2011,5.0,58768.6685,69139.61
2018,1.3,20784.132,24451.92
2013,2.2,19720.5015,23200.59
2015,3.6,25792.978,30344.68
2017,2.5,32438.167500000003,38162.55
2015,2.0,19721.547,23201.82
2016,1.2,20650.0445,24294.17
2019,2.0,49706.351,58478.06
2010,5.0,24619.876,28964.56
2013,4.3,37812.1225,44484.85
2020,4.3,50896.2065,59877.89
2012,3.9,50526.89,59443.4
2019,2.4,61652.2,72532.0
2019,4.0,13216.054999999998,15548.3
2019,4.8,37598.0245,44232.97
2020,4.2,36400.3405,42823.93
2016,3.9,53512.175,62955.5
2017,3.2,66205.9815,77889.39
2017,1.2,36578.7725,43033.85
2012,3.6,49362.9935,58074.11
2016,2.8,25594.282,30110.92
2020,4.5,43898.845,51645.7
2010,1.7,31897.559,37526.54
2020,1.8,60838.4185,71574.61
2015,3.0,49463.7015,58192.59
2020,3.6,66502.56349999999,78238.31
2014,5.0,24389.6705,28693.73
2013,1.7,22813.6515,26839.59
2020,2.8,33858.942500000005,39834.05
2020,1.9,24296.638,28584.28
2017,3.4,31670.744999999995,37259.7
2016,3.5,65858.3145,77480.37
2012,3.5,33523.218,39439.08
2017,4.0,45210.259,53188.54
2011,4.0,47574.4065,55969.89
2013,1.2,51858.7975,61010.35
2017,2.4,41567.3885,48902.81
2018,3.8,18973.8105,22322.13
2020,1.8,33691.3395,39636.87
2011,1.5,31756.221,37360.26
2016,1.9,32221.7065,37907.89
2010,1.7,44873.693,52792.58
2013,1.7,66195.977,77877.62
2018,3.8,28394.2415,33404.99
2017,2.4,22361.188,26307.28
2018,4.6,52687.335,61985.1
2016,2.8,56496.95,66467.0
2018,3.8,32447.9255,38174.03
2016,3.4,67525.955,79442.3
2018,3.2,13001.209,15295.54
2016,4.8,64255.954000000005,75595.24
2018,4.9,61062.6145,71838.37
2018,2.0,36538.61,42986.6
2017,3.6,35292.204,41520.24
2017,4.2,57512.77649999999,67662.09
2011,2.4,57517.834,67668.04
2017,3.0,51261.205,60307.3
2010,2.0,64402.978500000005,75768.21
2018,4.6,57716.0285,67901.21
2014,3.7,35087.0905,41278.93
2011,2.3,13846.6445,16290.17
2012,3.1,29135.722,34277.32
2018,4.2,24716.3,29078.0
2015,4.3,55820.809,65671.54
2014,1.5,29061.772,34190.32
2015,2.2,51290.3345,60341.57
2014,2.8,20161.7365,23719.69
2020,2.8,63287.804,74456.24
2016,4.3,36294.8385,42699.81
2010,1.5,16326.4685,19207.61
2018,2.2,32055.6165,37712.49
2018,1.3,30370.8995,35730.47
2018,3.4,22650.035,26647.1
2016,4.6,54227.0505,63796.53
2010,4.0,46853.19,55121.4
2012,4.6,20280.082,23858.92
2015,1.7,17383.214,20450.84
2020,3.1,58306.5745,68595.97
2020,3.9,33480.9305,39389.33
2011,4.4,14616.5405,17195.93
2019,1.0,32159.24,37834.4
2014,4.6,64064.27049999999,75369.73
2017,3.4,41582.0085,48920.01
2019,3.4,50960.0585,59953.01
2010,1.9,53091.578,62460.68
2016,1.7,60687.4075,71396.95
2010,2.6,29167.971,34315.26
2014,1.4,60329.0475,70975.35
2015,2.2,65296.4815,76819.39
2020,1.2,27592.8955,32462.23
2017,3.9,33260.840000000004,39130.4
2012,1.5,41450.7855,48765.63
2016,4.7,30235.486,35571.16
2018,4.4,47972.3425,56438.05
2020,4.9,23062.302,27132.12
2010,2.2,14698.4295,17292.27
2012,4.0,51478.7795,60563.27
2014,4.0,49966.8845,58784.57
2014,1.2,66854.455,78652.3
2011,3.4,29162.7265,34309.09
2011,2.7,56206.505,66125.3
2010,1.2,56300.141,66235.46
2010,4.7,24435.3495,28747.47
2017,1.7,58078.6045,68327.77
2015,2.4,52144.916,61346.96
2015,2.9,41137.4925,48397.05
2011,4.1,31333.329,36862.74
2012,4.3,51936.2325,61101.45
2012,1.9,47150.6985,55471.41
2013,1.5,40725.4295,47912.27
2011,3.6,26953.8315,31710.39
2016,1.2,31477.5145,37032.37
2010,5.0,35530.7565,41800.89
2012,1.2,30490.5965,35871.29
2020,2.3,33605.311,39535.66
2019,1.9,51951.167,61119.02
2017,3.4,36149.837,42529.22
2016,3.0,31662.0835,37249.51
2012,3.7,12886.8925,15161.05
2013,3.8,42599.909,50117.54
2010,1.9,65535.55249999999,77100.65
2016,1.0,14062.6125,16544.25
2018,3.9,63281.004,74448.24
2015,1.8,36684.181,43157.86
2019,4.3,50767.287,59726.22
2017,4.6,57875.055,68088.3
2017,4.1,57685.454000000005,67865.24
2018,1.2,21647.766,25467.96
2019,4.3,63548.482,74762.92
2019,4.4,27508.6945,32363.17
2015,3.4,63772.576,75026.56
2014,1.6,53685.83,63159.8
2015,1.1,35119.041999999994,41316.52
2011,2.4,58875.3435,69265.11
2013,3.2,20731.5085,24390.01
2019,4.5,65999.4485,77646.41
2013,4.4,36524.313,42969.78
2020,1.5,41473.4465,48792.29
2010,1.3,61073.367,71851.02
2020,3.7,49498.9765,58234.09
2013,3.9,58987.64549999999,69397.23
2017,2.8,28411.658000000003,33425.48
2016,4.2,60836.7525,71572.65
2019,2.1,14873.0025,17497.65
2018,3.2,53048.4745,62409.97
2017,1.3,53544.56,62993.6
2018,2.8,35651.193,41942.58
2016,4.2,16628.023,19562.38
2018,4.1,38931.5045,45801.77
2014,2.1,63525.651,74736.06
2013,4.6,29717.156,34961.36
2013,2.9,24138.1045,28397.77
2013,4.0,51740.6305,60871.33
2011,4.9,15314.841,18017.46
2018,1.1,52946.245,62289.7
2012,1.5,34756.2195,40889.67
2015,3.0,36506.6245,42948.97
2010,2.5,57800.986,68001.16
2019,3.1,14017.1035,16490.71
2010,4.1,64486.066000000006,75865.96
2010,1.3,29497.8305,34703.33
2011,2.1,58519.78,68846.8
2010,4.9,21269.6605,25023.13
2017,2.7,61605.773,72477.38
2016,4.8,51657.7385,60773.81
2020,2.7,59643.888,70169.28
2012,1.7,58370.8685,68671.61
2018,2.1,46843.9505,55110.53
2013,2.0,49814.5985,58605.41
2019,3.7,15913.3855,18721.63
2015,2.1,57456.872,67596.32
2014,2.0,21976.818,25855.08
2011,1.6,50482.656,59391.36
2018,4.8,18613.487,21898.22
2019,3.8,56181.481,66095.86
2014,3.4,50626.357,59560.42
2010,4.2,43942.11,51696.6
2014,3.4,67413.3725,79309.85
2020,4.1,56364.4265,66311.09
2020,3.7,49289.953,57988.18
2019,1.5,42143.748,49580.88
2018,1.7,28224.93,33205.8
2010,3.5,25274.7415,29734.99
2020,2.6,35491.613999999994,41754.84
2018,2.5,35576.3165,41854.49
2011,3.6,14061.7285,16543.21
2011,4.7,45186.68,53160.8
2013,3.7,47550.615,55941.9
2016,2.5,51715.5045,60841.77
2017,2.5,27282.212,32096.72
2018,2.8,67782.757,79744.42
2015,4.6,58356.138,68654.28
2016,3.9,13577.8745,15973.97
2018,3.0,31181.0685,36683.61
2018,4.2,28610.116,33658.96
2010,4.0,58621.4485,68966.41
2019,3.8,39161.37,46072.2
2010,1.4,59768.294,70315.64
2014,1.9,36496.008,42936.48
2010,2.7,36901.356,43413.36
2019,4.4,64364.0825,75722.45
2013,4.0,45752.61,53826.6
2018,1.6,21287.5615,25044.19
2015,1.9,61872.87699999999,72791.62
2012,3.6,32917.032,38725.92
2013,2.8,32597.5,38350.0
2020,2.9,63254.5435,74417.11
2013,4.3,38171.2815,44907.39
2012,2.3,37609.083,44245.98
2019,4.1,19499.986,22941.16
2010,4.8,31824.731,37440.86
2015,1.9,48991.654,57637.24
2012,2.1,37248.445,43821.7
2017,2.6,14043.53,16521.8
2015,1.5,37566.005000000005,44195.3
2018,4.4,57186.810000000005,67278.6
2017,4.7,51359.193,60422.58
2020,4.8,54897.301,64585.06
2020,2.4,57380.933,67506.98
2017,4.9,44325.239,52147.34
2010,3.5,39374.703,46323.18
2012,2.8,39899.221,46940.26
2019,2.2,25604.1505,30122.53
2012,3.9,67858.9,79834.0
2011,1.6,35797.562999999995,42114.78
2016,4.1,26269.556,30905.36
2017,3.1,51235.773,60277.38
2015,1.6,18621.1965,21907.29
2013,1.1,59073.58899999999,69498.34
2014,4.1,21715.29,25547.4
2020,4.1,34069.8785,40082.21
2015,2.9,29640.970500000003,34871.73
2020,4.6,63680.283,74917.98
2013,3.4,40794.6025,47993.65
2019,1.2,58399.96399999999,68705.84
2014,4.1,15521.7735,18260.91
2011,3.1,44999.9945,52941.17
2016,2.6,41971.1725,49377.85
2010,1.8,56440.55249999999,66400.65
2016,3.8,32444.0155,38169.43
2020,2.6,14600.1185,17176.61
2015,4.9,35729.8435,42035.11
2019,4.2,55406.961,65184.66
2019,1.1,16880.3115,19859.19
2013,4.0,19376.3535,22795.71
2014,4.3,20829.624,24505.44
2019,4.3,17522.6905,20614.93
2012,2.1,43690.5185,51400.61
2011,2.8,33438.8555,39339.83
2015,1.3,49813.9185,58604.61
2015,2.7,19832.132,23331.92
2012,1.1,44986.811,52925.66
2015,4.4,59234.35799999999,69687.48
2015,1.9,25326.974,29796.44
2017,1.6,17542.9885,20638.81
2020,4.8,59279.1785,69740.21
2012,4.7,29973.9665,35263.49
2014,4.3,43582.5345,51273.57
2013,3.7,46375.6175,54559.55
2020,4.9,15805.426999999998,18594.62
2018,4.7,38362.761,45132.66
2017,4.6,44979.1525,52916.65
2012,3.7,59058.187,69480.22
2010,2.9,23977.497,28208.82
2018,2.2,19821.558,23319.48
2011,3.4,34567.4515,40667.59
2014,4.3,45712.779,53779.74
2012,4.3,48164.2725,56663.85
2014,4.4,54530.662,64153.72
2013,4.1,26848.185,31586.1
2015,2.1,49178.518,57857.08
2018,3.5,63243.485,74404.1
2020,1.3,33097.6485,38938.41
2011,2.0,65618.062,77197.72
2017,1.8,51554.7355,60652.63
2017,3.8,17034.272,20040.32
2011,3.3,37622.4365,44261.69
2010,2.6,60776.224,71501.44
2014,2.7,35541.492,41813.52
2010,3.5,45425.7425,53442.05
2015,2.8,26323.667,30969.02
2014,2.1,42492.9535,49991.71
2014,3.2,34853.0345,41003.57
2017,3.0,18748.144,22056.64
2018,1.9,40288.4445,47398.17
2010,1.2,34105.485,40124.1
2012,4.5,29118.7815,34257.39
2013,2.0,32883.168,38686.08
2019,2.1,61699.749,72587.94
2019,3.4,14451.997499999998,17002.35
2010,2.5,28688.248,33750.88
2011,2.6,42029.814,49446.84
2017,3.3,42986.897,50572.82
2019,3.0,46792.483,55049.98
2017,1.9,17546.6605,20643.13
2019,2.3,27402.487,32238.22
2014,3.6,23429.604,27564.24
2015,2.0,30727.2025,36149.65
2012,4.5,59272.27649999999,69732.09
2016,3.6,63979.6955,75270.23
2010,4.7,59516.9915,70019.99
2014,4.5,32719.781,38493.86
2011,4.5,13464.2125,15840.25
2019,2.9,50825.8605,59795.13
2013,2.7,33937.2275,39926.15
2013,2.4,48302.406,56826.36
2013,1.8,37194.6145,43758.37
2014,2.2,30865.5485,36312.41
2012,3.8,67819.7065,79787.89
2013,4.5,54256.146,63830.76
2018,2.0,35899.767,42235.02
2010,4.7,42583.827,50098.62
2010,3.6,42244.235,49699.1
2018,1.6,31258.3165,36774.49
2020,2.5,31539.8705,37105.73
2013,2.3,41612.634,48956.04
2011,3.1,13396.034,15760.04
2019,1.2,21818.174,25668.44
2013,3.1,67573.538,79498.28
2020,1.7,33840.488999999994,39812.34
2018,4.5,54934.973,64629.38
2013,2.2,18956.0455,22301.23
2015,1.6,55033.318,64745.08
2012,4.9,38699.327000000005,45528.62
2011,4.7,37211.0025,43777.65
2010,2.5,49999.3375,58822.75
2011,4.5,32413.169,38133.14
2016,2.8,40386.526,47513.56
2014,3.5,42820.858,50377.48
2017,2.2,27306.9385,32125.81
2016,4.1,56364.0185,66310.61
2012,5.0,44179.82949999999,51976.27
2018,1.9,20802.6025,24473.65
2011,3.8,64222.09,75555.4
2014,3.8,39770.8115,46789.19
2013,1.2,41488.6445,48810.17
2014,1.7,39541.6685,46519.61
2011,3.8,39387.5295,46338.27
2010,3.5,21152.2585,24885.01
2014,3.0,57811.05,68013.0
2011,1.9,33617.551,39550.06
2010,1.8,62659.8495,73717.47
2016,1.5,49533.7585,58275.01
2020,3.4,24566.921,28902.26
2011,1.4,51992.647,61167.82
2017,3.3,29224.1815,34381.39
2019,1.2,27912.9545,32838.77
2018,3.9,25136.3955,29572.23
2019,4.1,34663.816,40780.96
2019,3.8,14098.2105,16586.13
2020,2.5,43725.4365,51441.69
2015,4.5,24638.4315,28986.39
2014,4.6,15600.7385,18353.81
2016,2.1,37305.021,43888.26
2010,3.6,22284.569,26217.14
2016,3.1,54408.6445,64010.17
2016,4.9,21624.8415,25440.99
2015,2.5,41558.2085,48892.01
2015,1.3,58571.579000000005,68907.74
2010,1.2,40208.9865,47304.69
2011,3.3,36470.27,42906.2
2010,1.8,39940.5565,46988.89
2012,4.5,31563.4665,37133.49
2011,2.4,60253.219,70886.14
2011,3.8,35123.4875,41321.75
2020,2.8,40888.0005,48103.53
2015,1.9,56632.389,66626.34
2011,4.0,39837.086,46867.16
2019,4.5,60562.772,71250.32
2018,4.8,25822.9745,30379.97
2012,1.6,42193.2605,49639.13
2020,2.4,39041.146,45930.76
2018,1.3,49197.192500000005,57879.05
2017,4.0,50430.313,59329.78
2018,3.5,55047.4535,64761.71
2012,4.7,48110.051,56600.06
2014,1.5,34513.4085,40604.01
2015,3.2,63334.8175,74511.55
2014,1.8,24148.6955,28410.23
2011,1.6,34517.191,40608.46
2011,3.1,55938.67,65810.2
2020,2.1,46512.4675,54720.55
2020,4.8,67651.432,79589.92
2014,1.9,33080.495500000005,38918.23
2012,3.2,31530.257,37094.42
2013,2.1,23593.008,27756.48
2011,4.7,31889.5095,37517.07
2011,1.6,46487.8515,54691.59
2018,3.2,22113.6765,26016.09
2017,2.4,33495.4995,39406.47
2010,1.5,19449.496,22881.76
2013,4.1,26819.0725,31551.85
2018,4.7,37730.7945,44389.17
2015,3.9,64138.535,75457.1
2019,4.2,49897.193,58702.58
2011,2.3,66101.916,77766.96
2018,4.0,38291.973,45049.38
2011,1.4,32121.0665,37789.49
2015,2.1,27261.795,32072.7
2013,1.5,29199.217,34352.02
2015,1.5,20562.5285,24191.21
2016,2.6,53621.791,63084.46
2012,2.0,33090.381,38929.86
2015,4.3,18810.3045,22129.77
2014,2.0,38322.2925,45085.05
2016,3.4,42374.4125,49852.25
2016,3.3,53284.6895,62687.87
2010,1.1,51939.96399999999,61105.84
2018,2.0,64387.755,75750.3
2020,4.0,43921.8205,51672.73
2012,1.7,38194.036,44934.16
2013,3.6,51133.807,60157.42
2011,1.4,44932.5895,52861.87
2020,2.4,61059.52049999999,71834.73
2014,2.3,37684.546,44334.76
2020,2.0,40807.565,48008.9
2020,3.4,33888.4885,39868.81
2013,3.6,28476.7595,33502.07
2015,4.7,67697.689,79644.34
2018,4.4,29572.664500000003,34791.37
2020,1.4,64298.607,75645.42
2016,2.1,14035.4465,16512.29
2010,3.0,41871.646,49260.76
2012,3.3,50979.77,59976.2
2014,4.8,29423.77,34616.2
2016,4.2,48412.039,56955.34
2011,3.5,16116.6205,18960.73
2015,3.0,24448.839,28763.34
2014,3.7,62663.224,73721.44
2018,1.0,39085.3035,45982.71
2020,2.1,63470.9195,74671.67
2011,3.7,53229.924,62623.44
2018,3.1,24964.1175,29369.55
2017,1.9,46030.883,54153.98
2015,2.7,39225.596,46147.76
2020,4.5,60238.4035,70868.71
2012,3.1,27152.774,31944.44
2018,4.5,50146.4215,58995.79
2013,4.4,20404.454,24005.24
2011,3.1,43578.548,51268.88
2014,1.1,30784.671,36217.26
2019,2.2,51047.0305,60055.33
2017,3.2,42378.722,49857.32
2013,1.3,67926.8575,79913.95
2014,1.2,62230.0045,73211.77
2020,2.7,53298.196,62703.76
2010,4.4,31284.292500000003,36805.05
2014,1.7,57772.392,67967.52
2011,2.9,59407.843,69891.58
2018,1.8,56214.8775,66135.15
2020,1.9,54659.4285,64305.21
2011,1.2,51231.438,60272.28
2011,3.7,24137.9685,28397.61
2020,4.4,30544.342,35934.52
2019,4.6,38648.08899999999,45468.34
2014,2.1,24888.5695,29280.67
2015,1.4,25000.047,29411.82
2014,2.0,29053.425,34180.5
2017,1.4,41077.6185,48326.61
2011,2.0,62158.239,73127.34
2011,2.1,26497.0245,31172.97
2012,1.1,40368.6845,47492.57
2016,4.2,17830.076,20976.56
2016,1.2,15412.7015,18132.59
2014,1.3,50231.7105,59096.13
2011,4.5,67459.451,79364.06
2016,3.2,47854.456,56299.36
2014,3.3,30909.06,36363.6
2018,2.7,63605.32149999999,74829.79
2014,3.9,67495.60149999999,79406.59
2012,3.1,40199.985,47294.1
2010,1.9,13343.4785,15698.21
2018,2.7,12870.615,15141.9
2010,2.3,67823.7695,79792.67
2018,4.3,45366.421,53372.26
2011,1.4,44584.0045,52451.77
2019,3.4,20089.9285,23635.21
2016,1.7,34119.323,40140.38
2013,2.0,25044.5955,29464.23
2011,1.6,41206.011,48477.66
2013,3.5,29153.1555,34297.83
2016,3.2,23230.1685,27329.61
2017,1.8,52718.1645,62021.37
2014,1.1,24253.186,28533.16
2011,4.9,33473.509999999995,39380.6
2018,3.9,19317.1255,22726.03
2015,3.7,48635.3595,57218.07
2020,3.8,42033.5965,49451.29
2011,1.4,35697.52649999999,41997.09
2012,1.4,59591.3495,70107.47
2010,3.1,22916.578,26960.68
2013,2.8,40927.381,48149.86
2012,3.4,34504.3645,40593.37
2010,2.1,32854.931,38652.86
2014,3.4,17993.4035,21168.71
2011,1.5,40753.4455,47945.23
2019,4.5,54404.182,64004.92
2011,1.2,61021.44049999999,71789.93
2016,3.7,61516.166000000005,72371.96
2013,3.2,16849.5925,19823.05
2011,3.7,41129.6895,48387.87
2011,4.7,53877.3605,63385.13
2012,2.8,54596.537,64231.22
2019,3.5,20855.6935,24536.11
2013,3.5,19636.989,23102.34
2012,4.4,29432.7375,34626.75
2015,3.1,62533.956,73569.36
2016,4.2,20754.3055,24416.83
2014,3.2,31383.2155,36921.43
2020,4.2,34683.094,40803.64
2017,4.0,59237.6305,69691.33
2020,2.9,41268.35,48551.0
2011,4.7,46827.5115,55091.19
2012,3.7,39555.43,46535.8
2017,4.2,49738.3535,58515.71
2014,3.2,65981.284,77625.04
2010,1.4,15547.843,18291.58
2016,1.7,24498.615,28821.9
2019,2.0,59936.118,70513.08
2015,1.3,18013.098,21191.88
2014,2.1,57814.36499999999,68016.9
2019,2.1,37859.527,44540.62
2014,2.6,16918.425499999998,19904.03
2012,1.7,54469.292,64081.52
2013,3.9,22452.444,26414.64
2019,3.6,26564.268,31252.08
2020,2.8,58124.4875,68381.75
2012,4.5,43770.886,51495.16
2020,3.7,42172.4185,49614.61
2014,1.7,44568.3475,52433.35
2019,3.8,40408.9065,47539.89
2020,1.5,41909.233,49304.98
2013,3.3,39644.629,46640.74
2011,1.8,13911.593,16366.58
2016,2.6,52520.616,61788.96
2016,3.4,44980.2575,52917.95
2013,4.5,56786.851,66808.06
2015,1.8,59445.6,69936.0
2012,3.4,41539.092,48869.52
2010,2.7,33860.4725,39835.85
2020,3.5,42543.078,50050.68
2017,3.7,54858.0395,64538.87
2016,1.8,40135.0535,47217.71
2020,1.4,64405.4265,75771.09
2011,4.9,40167.4215,47255.79
2011,1.1,17253.5635,20298.31
2015,1.5,61273.25299999999,72086.18
2020,4.7,15294.8065,17993.89
2010,3.6,62446.474,73466.44
2012,3.4,20791.697,24460.82
2018,3.1,62267.75299999999,73256.18
2014,2.3,32965.329,38782.74
2017,3.0,13698.5745,16115.97
2017,3.6,43287.848,50926.88
2018,1.4,22291.9555,26225.83
2015,1.0,60559.86499999999,71246.9
2013,2.6,33534.302,39452.12
2011,3.2,22676.1555,26677.83
2014,2.3,38483.2145,45274.37
