Make,Model,Year,Engine Size (L),Fuel Type,Price (USD),Price (EUR)
Ford,Focus,2010,4.8,Electric,34158.38,29034.622999999996
Chevrolet,Malibu,2012,4.0,Electric,46607.23,39616.1455
Hyundai,Elantra,2013,3.0,Diesel,25162.21,21387.8785
Hyundai,Sonata,2010,2.9,Petrol,44657.08,37958.518000000004
Honda,Fit,2017,2.6,Petrol,65068.2,55307.969999999994
Hyundai,Santa Fe,2014,2.2,Petrol,63073.65,53612.6025
Audi,Q7,2016,3.0,Petrol,75813.83,64441.7555
Nissan,Versa,2019,2.1,Electric,54697.85,46493.1725
Chevrolet,Impala,2019,4.3,Petrol,34082.94,28970.499
Ford,Focus,2015,4.2,Electric,26111.62,22194.876999999997
Nissan,Sentra,2017,3.4,Petrol,22153.76,18830.696
Ford,Fiesta,2017,1.8,Diesel,46063.99,39154.3915
Audi,A3,2012,4.2,Electric,26880.96,22848.816
Mercedes-Benz,C-Class,2018,3.5,Petrol,58433.95,49668.8575
Toyota,RAV4,2020,2.7,Hybrid,45098.27,38333.5295
Hyundai,Kona,2010,4.3,Petrol,71701.96,60946.666000000005
Ford,Explorer,2010,4.3,Electric,35533.73,30203.6705
Toyota,RAV4,2020,1.4,Diesel,68891.36,58557.655999999995
Nissan,Murano,2019,4.2,Hybrid,28975.46,24629.141
Audi,Q7,2020,2.4,Hybrid,52118.84,44301.013999999996
Volkswagen,Jetta,2012,3.8,Diesel,16000.04,13600.034
Honda,CR-V,2016,1.4,Petrol,72131.27,61311.5795
BMW,3 Series,2011,1.9,Hybrid,17789.8,15121.329999999998
Mercedes-Benz,S-Class,2015,1.7,Electric,33042.6,28086.21
Toyota,Prius,2020,1.9,Electric,43654.82,37106.597
BMW,5 Series,2011,3.9,Diesel,42534.52,36154.342
Honda,Civic,2019,2.2,Diesel,24164.59,20539.9015
Hyundai,Kona,2016,4.2,Diesel,16048.82,13641.497
Toyota,Camry,2010,4.6,Petrol,45678.92,38827.081999999995
Audi,Q7,2012,1.9,Hybrid,67091.8,57028.03
Nissan,Versa,2015,4.1,Diesel,46800.35,39780.2975
Ford,Mustang,2017,4.9,Petrol,22487.02,19113.967
Audi,Q5,2014,4.4,Petrol,30694.43,26090.2655
Hyundai,Sonata,2011,4.3,Diesel,78842.06,67015.75099999999
Volkswagen,Tiguan,2010,4.3,Petrol,28692.17,24388.3445
Chevrolet,Tahoe,2011,3.2,Petrol,19478.28,16556.537999999997
Honda,Pilot,2016,1.5,Diesel,38476.68,32705.178
Audi,A6,2017,2.1,Hybrid,15536.36,13205.906
Toyota,RAV4,2017,4.0,Diesel,25419.81,21606.8385
Mercedes-Benz,E-Class,2020,4.8,Diesel,33296.67,28302.169499999996
Audi,A4,2011,4.0,Hybrid,29158.7,24784.895
Chevrolet,Spark,2012,2.4,Hybrid,40654.52,34556.342
Ford,Explorer,2010,1.5,Diesel,36698.72,31193.912
Chevrolet,Equinox,2017,3.9,Diesel,28792.38,24473.523
Chevrolet,Spark,2010,4.5,Hybrid,45076.29,38314.8465
Audi,Q7,2015,3.5,Diesel,56587.27,48099.1795
Chevrolet,Spark,2012,2.9,Petrol,38470.66,32700.061
Honda,Fit,2012,4.3,Electric,40341.17,34289.9945
Toyota,RAV4,2018,4.4,Electric,69569.54,59134.10899999999
Mercedes-Benz,C-Class,2017,4.1,Petrol,37038.83,31483.0055
Toyota,Highlander,2016,3.5,Diesel,64274.24,54633.104
Chevrolet,Impala,2019,1.3,Hybrid,75809.89,64438.4065
Honda,Accord,2016,2.7,Petrol,50194.21,42665.078499999996
Ford,Mustang,2019,3.4,Diesel,43222.62,36739.227
Hyundai,Tucson,2010,2.0,Electric,67045.28,56988.488
Hyundai,Sonata,2019,4.0,Hybrid,42828.34,36404.08899999999
Ford,Fiesta,2017,4.0,Electric,50034.33,42529.1805
Audi,Q5,2011,3.9,Diesel,71437.84,60722.164
Toyota,Highlander,2018,4.8,Diesel,23641.33,20095.1305
Ford,F-150,2016,4.8,Petrol,43117.31,36649.7135
BMW,7 Series,2014,1.2,Petrol,39152.23,33279.3955
Ford,Focus,2019,4.0,Hybrid,78015.69,66313.3365
Mercedes-Benz,GLA,2010,3.6,Petrol,32617.14,27724.569
Volkswagen,Passat,2012,2.0,Electric,67063.87,57004.28949999999
Chevrolet,Malibu,2015,3.9,Petrol,39494.25,33570.112499999996
Audi,Q5,2011,4.4,Electric,61716.95,52459.407499999994
Volkswagen,Jetta,2020,2.4,Diesel,60607.97,51516.7745
Chevrolet,Equinox,2015,2.4,Diesel,63522.68,53994.278
Honda,CR-V,2020,4.5,Diesel,75142.01,63870.70849999999
Chevrolet,Tahoe,2019,4.4,Hybrid,65916.56,56029.075999999994
Audi,A3,2016,3.8,Hybrid,23320.13,19822.1105
BMW,X3,2011,4.4,Petrol,63975.95,54379.557499999995
BMW,X5,2019,4.0,Diesel,28967.74,24622.579
BMW,3 Series,2015,4.8,Electric,57820.81,49147.6885
Ford,Fiesta,2016,3.3,Electric,29643.85,25197.2725
Hyundai,Sonata,2017,4.8,Petrol,15300.44,13005.374
Hyundai,Elantra,2011,1.5,Petrol,20462.4,17393.04
Honda,Pilot,2014,1.5,Hybrid,19435.84,16520.464
Hyundai,Tucson,2017,2.8,Diesel,34456.15,29287.7275
Ford,Explorer,2020,3.7,Diesel,31699.04,26944.184
Volkswagen,Golf,2013,2.2,Electric,52479.95,44607.9575
Volkswagen,Passat,2011,1.7,Electric,26047.6,22140.46
Volkswagen,Atlas,2017,2.8,Electric,29242.85,24856.422499999997
Nissan,Sentra,2010,2.5,Petrol,42205.85,35874.972499999996
Nissan,Sentra,2012,4.9,Diesel,52357.59,44503.951499999996
Volkswagen,Jetta,2019,2.5,Hybrid,78278.32,66536.572
Nissan,Sentra,2011,3.2,Petrol,62791.78,53373.013
Mercedes-Benz,E-Class,2012,2.7,Electric,29079.69,24717.7365
Toyota,Camry,2015,3.0,Petrol,44795.61,38076.2685
Volkswagen,Jetta,2010,1.1,Diesel,19291.88,16398.098
Volkswagen,Tiguan,2010,2.0,Diesel,24469.51,20799.083499999997
Hyundai,Tucson,2019,3.7,Petrol,61136.01,51965.6085
BMW,7 Series,2012,2.6,Electric,76648.16,65150.936
Audi,Q7,2013,2.1,Diesel,26067.6,22157.46
Toyota,Highlander,2012,2.9,Diesel,50807.59,43186.451499999996
Toyota,Corolla,2017,4.7,Diesel,72554.88,61671.648
Mercedes-Benz,E-Class,2013,3.5,Electric,51242.58,43556.193
BMW,X5,2010,1.5,Electric,56713.05,48206.0925
Ford,Mustang,2011,4.6,Hybrid,61942.91,52651.4735
Toyota,Prius,2018,1.7,Hybrid,17483.41,14860.8985
Honda,Fit,2020,4.6,Diesel,67935.31,57745.013499999994
Nissan,Murano,2020,1.1,Electric,76038.52,64632.742
Audi,A3,2020,1.9,Diesel,51134.99,43464.7415
Mercedes-Benz,E-Class,2014,2.7,Hybrid,56248.6,47811.31
Mercedes-Benz,GLA,2010,4.9,Diesel,75483.3,64160.805
Audi,A4,2018,2.1,Electric,78970.52,67124.942
Honda,Accord,2012,3.9,Electric,67487.35,57364.247500000005
Hyundai,Santa Fe,2017,1.2,Diesel,71460.95,60741.807499999995
Mercedes-Benz,E-Class,2017,4.8,Diesel,24406.67,20745.669499999996
BMW,3 Series,2010,4.4,Hybrid,29602.47,25162.0995
Volkswagen,Atlas,2018,3.3,Electric,64496.63,54822.1355
Mercedes-Benz,E-Class,2010,5.0,Petrol,73247.56,62260.426
Ford,Focus,2011,3.0,Diesel,18474.83,15703.605500000001
Nissan,Rogue,2010,2.4,Diesel,48813.86,41491.781
Audi,A3,2018,4.5,Diesel,35815.91,30443.523500000003
Nissan,Versa,2016,3.6,Electric,25301.67,21506.419499999996
Honda,Pilot,2017,4.5,Hybrid,37587.51,31949.3835
BMW,7 Series,2013,1.7,Petrol,39492.4,33568.54
Chevrolet,Spark,2013,3.0,Petrol,47073.86,40012.781
Chevrolet,Tahoe,2019,4.6,Electric,50622.97,43029.5245
Chevrolet,Spark,2012,4.7,Petrol,28947.81,24605.6385
Hyundai,Tucson,2014,1.5,Petrol,25578.6,21741.809999999998
Ford,Mustang,2010,1.2,Petrol,35839.75,30463.7875
Honda,Fit,2017,3.9,Electric,31230.26,26545.720999999998
Toyota,Camry,2019,4.3,Hybrid,68103.0,57887.549999999996
Toyota,Highlander,2019,2.0,Electric,23584.31,20046.663500000002
Volkswagen,Jetta,2017,4.0,Petrol,68362.16,58107.836
Toyota,Corolla,2011,4.1,Petrol,73274.14,62283.019
Toyota,Corolla,2016,4.8,Petrol,79276.25,67384.8125
Volkswagen,Jetta,2011,1.2,Petrol,55479.46,47157.541
Ford,Explorer,2019,2.7,Diesel,34512.98,29336.033000000003
Chevrolet,Impala,2010,3.0,Diesel,67959.9,57765.91499999999
Toyota,Prius,2013,1.4,Hybrid,79865.19,67885.4115
Volkswagen,Golf,2019,3.5,Hybrid,75288.23,63994.9955
Nissan,Sentra,2018,4.9,Petrol,40733.39,34623.381499999996
Ford,Focus,2010,3.5,Diesel,62349.61,52997.1685
Chevrolet,Malibu,2011,4.2,Hybrid,20596.79,17507.2715
Toyota,RAV4,2016,4.1,Petrol,25695.29,21840.9965
BMW,5 Series,2017,1.7,Petrol,58613.16,49821.186
BMW,X3,2014,1.8,Electric,22170.73,18845.1205
Chevrolet,Impala,2011,1.4,Petrol,64209.72,54578.262
Audi,Q7,2019,1.6,Diesel,18318.28,15570.537999999999
BMW,3 Series,2017,2.1,Hybrid,16040.36,13634.306
Chevrolet,Impala,2019,2.3,Petrol,70532.55,59952.6675
Mercedes-Benz,S-Class,2017,2.4,Electric,62740.41,53329.3485
Audi,A6,2020,1.5,Hybrid,43144.53,36672.8505
Toyota,Highlander,2018,3.2,Petrol,54537.71,46357.053499999995
Audi,A3,2012,2.5,Electric,24897.99,21163.2915
Chevrolet,Malibu,2010,3.8,Hybrid,17340.85,14739.722499999998
Toyota,Prius,2016,1.6,Electric,19273.37,16382.364499999998
Nissan,Altima,2011,1.3,Petrol,43828.87,37254.5395
Audi,A4,2011,4.6,Petrol,69910.59,59424.0015
Nissan,Altima,2018,1.6,Electric,52450.81,44583.1885
Hyundai,Santa Fe,2013,1.4,Hybrid,24301.87,20656.5895
Hyundai,Elantra,2010,2.3,Hybrid,58108.27,49392.0295
BMW,7 Series,2016,2.4,Hybrid,62090.98,52777.333
Hyundai,Elantra,2010,2.8,Electric,79497.17,67572.59449999999
Mercedes-Benz,E-Class,2015,3.9,Petrol,16478.97,14007.1245
Ford,Mustang,2010,2.3,Petrol,65165.15,55390.3775
Nissan,Sentra,2019,3.5,Electric,71286.96,60593.916000000005
BMW,X5,2013,2.7,Hybrid,40110.8,34094.18
Chevrolet,Tahoe,2012,1.7,Electric,50134.42,42614.257
Toyota,Corolla,2016,1.6,Hybrid,59738.22,50777.487
Volkswagen,Jetta,2016,2.5,Petrol,73127.95,62158.75749999999
Hyundai,Sonata,2015,3.6,Electric,20862.1,17732.785
BMW,7 Series,2015,2.1,Diesel,31756.87,26993.3395
Audi,A3,2012,4.2,Hybrid,68630.54,58335.958999999995
Mercedes-Benz,C-Class,2018,3.8,Petrol,62869.18,53438.803
Ford,Mustang,2014,4.4,Diesel,62269.71,52929.2535
Hyundai,Santa Fe,2020,4.9,Electric,60556.78,51473.263
Mercedes-Benz,GLC,2015,1.3,Hybrid,28515.15,24237.877500000002
Ford,Explorer,2018,3.9,Electric,60684.38,51581.723
Hyundai,Tucson,2015,4.0,Petrol,77987.54,66289.409
Honda,Civic,2015,3.9,Diesel,70713.9,60106.814999999995
Nissan,Versa,2011,2.0,Electric,60319.2,51271.32
Toyota,Prius,2016,4.9,Diesel,51830.89,44056.256499999996
Mercedes-Benz,S-Class,2014,3.7,Hybrid,31032.96,26378.016
Audi,Q5,2013,1.3,Petrol,45297.12,38502.552
Chevrolet,Malibu,2016,3.3,Electric,68030.57,57825.984500000006
Mercedes-Benz,S-Class,2014,3.6,Hybrid,38945.58,33103.743
Toyota,Prius,2015,1.2,Electric,60382.37,51325.0145
Ford,Focus,2017,1.5,Diesel,72776.17,61859.74449999999
Chevrolet,Equinox,2019,3.8,Hybrid,76956.15,65412.72749999999
Audi,Q7,2016,3.1,Diesel,55882.39,47500.0315
BMW,5 Series,2019,2.0,Diesel,38829.82,33005.347
Mercedes-Benz,GLA,2012,3.7,Diesel,77127.54,65558.409
BMW,X3,2017,4.9,Hybrid,70658.97,60060.1245
Toyota,Corolla,2013,1.2,Petrol,54614.07,46421.9595
Volkswagen,Golf,2019,2.9,Petrol,20539.18,17458.303
Honda,CR-V,2014,3.3,Petrol,49827.36,42353.256
Nissan,Rogue,2014,4.1,Electric,54497.68,46323.028
Nissan,Versa,2012,2.5,Petrol,65745.23,55883.445499999994
Toyota,Highlander,2015,2.9,Hybrid,50586.35,42998.3975
Chevrolet,Spark,2020,1.2,Diesel,79418.34,67505.58899999999
Hyundai,Elantra,2011,3.9,Diesel,73337.83,62337.1555
Nissan,Versa,2011,1.5,Hybrid,18250.72,15513.112000000001
Chevrolet,Impala,2020,2.2,Hybrid,54221.03,46087.875499999995
Chevrolet,Equinox,2011,3.8,Electric,57113.05,48546.0925
Chevrolet,Tahoe,2020,3.0,Petrol,73976.34,62879.888999999996
Toyota,RAV4,2011,2.3,Petrol,29373.92,24967.832
Honda,Pilot,2012,3.8,Electric,68086.84,57873.814
Honda,Civic,2012,4.6,Diesel,71237.53,60551.900499999996
Audi,A3,2014,1.8,Electric,32732.98,27823.033
Mercedes-Benz,C-Class,2020,1.5,Hybrid,33554.05,28520.9425
Toyota,Camry,2013,3.7,Diesel,61151.11,51978.4435
BMW,X3,2017,3.6,Hybrid,63493.27,53969.2795
BMW,X5,2015,4.0,Electric,22362.38,19008.023
BMW,3 Series,2016,4.4,Electric,43415.96,36903.566
Audi,Q5,2012,1.2,Hybrid,58128.31,49409.0635
Audi,A3,2013,2.8,Electric,35794.53,30425.350499999997
Volkswagen,Passat,2017,2.5,Hybrid,75377.84,64071.164
Hyundai,Elantra,2012,4.2,Petrol,43949.43,37357.0155
Volkswagen,Golf,2015,3.3,Hybrid,29707.03,25250.975499999997
Audi,A3,2015,3.4,Diesel,20890.91,17757.2735
Toyota,Corolla,2017,1.1,Electric,67123.75,57055.1875
Hyundai,Santa Fe,2020,1.2,Electric,48116.95,40899.407499999994
Volkswagen,Passat,2015,1.1,Diesel,51955.96,44162.566
Ford,Fiesta,2017,3.8,Petrol,60833.9,51708.815
Toyota,RAV4,2011,4.3,Electric,30896.22,26261.787
Nissan,Sentra,2020,3.3,Electric,26844.95,22818.2075
Hyundai,Elantra,2020,3.4,Diesel,67615.36,57473.056
Mercedes-Benz,S-Class,2018,2.5,Electric,25835.23,21959.945499999998
BMW,X5,2019,1.4,Electric,31224.78,26541.063
Toyota,Highlander,2013,4.7,Petrol,15726.72,13367.712
Ford,Fiesta,2016,3.2,Hybrid,78990.91,67142.2735
Chevrolet,Spark,2014,1.1,Electric,16192.14,13763.319
BMW,3 Series,2013,3.7,Diesel,22924.13,19485.5105
Chevrolet,Impala,2015,4.4,Hybrid,79739.98,67778.983
Mercedes-Benz,C-Class,2020,3.5,Electric,49134.5,41764.325
Honda,Pilot,2011,2.9,Diesel,68785.28,58467.488
Honda,Pilot,2014,1.2,Hybrid,66759.11,56745.2435
Audi,Q7,2012,3.8,Diesel,74108.97,62992.6245
Toyota,Prius,2020,2.6,Petrol,34838.21,29612.478499999997
Ford,Focus,2017,1.2,Electric,48005.67,40804.8195
Honda,Fit,2019,2.3,Electric,33188.8,28210.480000000003
Nissan,Murano,2011,2.3,Hybrid,56480.16,48008.136
Honda,CR-V,2011,3.0,Electric,62894.47,53460.2995
Toyota,Corolla,2020,4.0,Hybrid,36892.09,31358.276499999996
Ford,Explorer,2012,3.0,Petrol,54019.98,45916.983
Chevrolet,Impala,2019,4.1,Hybrid,42896.94,36462.399
Mercedes-Benz,E-Class,2011,1.1,Petrol,69370.76,58965.14599999999
Audi,A3,2017,3.8,Electric,47387.1,40279.034999999996
Honda,CR-V,2015,3.2,Electric,33412.38,28400.522999999997
Ford,F-150,2012,1.5,Diesel,61421.48,52208.258
Toyota,RAV4,2011,1.2,Petrol,47082.98,40020.533
Ford,F-150,2015,2.3,Hybrid,53215.52,45233.191999999995
Audi,Q7,2012,3.0,Petrol,25832.16,21957.336
Nissan,Altima,2012,4.3,Petrol,70066.29,59556.34649999999
Audi,A6,2014,2.3,Hybrid,77606.39,65965.43149999999
Toyota,Highlander,2014,2.7,Electric,28965.81,24620.9385
Hyundai,Elantra,2020,3.2,Diesel,36835.6,31310.26
Ford,Mustang,2016,2.2,Hybrid,44144.05,37522.442500000005
Mercedes-Benz,GLA,2011,3.2,Petrol,56960.87,48416.7395
Volkswagen,Jetta,2015,3.2,Electric,34791.92,29573.131999999998
BMW,X3,2011,2.7,Hybrid,62303.98,52958.383
Toyota,Camry,2017,3.6,Hybrid,74507.24,63331.154
Toyota,Camry,2017,1.3,Hybrid,25070.43,21309.8655
BMW,3 Series,2011,4.9,Diesel,42605.51,36214.6835
Mercedes-Benz,E-Class,2010,4.3,Petrol,44210.71,37579.1035
Toyota,RAV4,2015,1.3,Electric,71053.22,60395.237
Ford,Mustang,2011,2.0,Electric,24610.65,20919.0525
Chevrolet,Equinox,2013,4.7,Electric,41928.02,35638.816999999995
Volkswagen,Jetta,2014,4.4,Hybrid,77281.11,65688.9435
BMW,5 Series,2014,2.9,Electric,70913.85,60276.77250000001
Ford,Focus,2015,3.0,Petrol,67567.93,57432.74049999999
Ford,Mustang,2018,4.1,Hybrid,56776.17,48259.7445
Mercedes-Benz,S-Class,2018,4.5,Diesel,53818.65,45745.8525
Volkswagen,Atlas,2017,1.9,Electric,54497.99,46323.2915
BMW,7 Series,2010,1.1,Petrol,36378.7,30921.894999999997
Audi,A6,2019,4.6,Diesel,49541.44,42110.224
Chevrolet,Spark,2014,1.7,Hybrid,31262.26,26572.921
Chevrolet,Impala,2019,2.6,Electric,45862.59,38983.201499999996
Ford,Focus,2010,2.6,Electric,58630.92,49836.282
BMW,3 Series,2011,3.7,Hybrid,44646.5,37949.525
BMW,5 Series,2017,1.6,Electric,50282.39,42740.0315
Chevrolet,Equinox,2013,4.4,Electric,20480.41,17408.3485
Hyundai,Tucson,2012,3.4,Electric,63252.44,53764.574
Mercedes-Benz,GLA,2014,4.2,Hybrid,36666.71,31166.7035
Ford,Mustang,2013,3.5,Diesel,63261.47,53772.2495
Nissan,Murano,2016,2.9,Diesel,40591.34,34502.638999999996
Chevrolet,Malibu,2020,2.9,Electric,70373.69,59817.6365
Toyota,Corolla,2016,1.9,Diesel,30455.38,25887.073
Audi,Q7,2020,2.8,Diesel,39931.6,33941.86
Ford,Mustang,2013,2.9,Hybrid,36283.76,30841.196
Honda,Accord,2010,3.4,Petrol,39135.24,33264.954
BMW,X3,2018,2.7,Hybrid,67255.99,57167.5915
Toyota,Camry,2013,2.2,Electric,23071.39,19610.6815
Toyota,Prius,2019,2.6,Electric,63847.53,54270.400499999996
Honda,Civic,2020,1.1,Petrol,16186.25,13758.3125
Volkswagen,Golf,2016,4.3,Diesel,78898.65,67063.8525
Toyota,Camry,2014,2.5,Petrol,27892.26,23708.421
Chevrolet,Equinox,2010,1.0,Petrol,38684.34,32881.689
Honda,Accord,2020,4.4,Electric,20308.38,17262.123
Toyota,Highlander,2011,3.5,Electric,16125.59,13706.7515
Nissan,Altima,2013,2.1,Hybrid,55664.58,47314.893000000004
Honda,Pilot,2014,1.6,Petrol,55665.97,47316.0745
Hyundai,Sonata,2012,3.4,Hybrid,56399.57,47939.6345
BMW,5 Series,2018,2.4,Hybrid,65694.43,55840.265499999994
Mercedes-Benz,E-Class,2012,3.8,Hybrid,53584.03,45546.4255
Nissan,Sentra,2018,4.3,Hybrid,31376.38,26669.923
Nissan,Altima,2017,4.6,Petrol,49901.74,42416.479
Chevrolet,Spark,2020,3.2,Petrol,45077.29,38315.6965
Nissan,Sentra,2016,1.5,Petrol,28021.0,23817.85
Hyundai,Santa Fe,2011,1.6,Diesel,73817.34,62744.738999999994
Mercedes-Benz,E-Class,2017,2.1,Diesel,31087.13,26424.0605
Hyundai,Elantra,2015,2.8,Diesel,40776.72,34660.212
Ford,Focus,2010,4.5,Diesel,34442.4,29276.04
Chevrolet,Tahoe,2016,1.2,Electric,25224.65,21440.9525
Mercedes-Benz,GLA,2011,1.8,Petrol,59537.31,50606.7135
Hyundai,Elantra,2017,3.9,Electric,36886.97,31353.9245
Honda,Fit,2020,1.5,Petrol,74665.12,63465.35199999999
Audi,A4,2013,4.8,Diesel,62755.92,53342.532
Hyundai,Sonata,2012,4.8,Petrol,63419.0,53906.15
Nissan,Rogue,2017,3.0,Hybrid,51477.64,43755.994
Ford,F-150,2011,3.5,Electric,56946.74,48404.729
Toyota,Highlander,2018,3.9,Electric,79956.97,67963.4245
Audi,Q7,2016,1.6,Electric,28093.4,23879.39
Audi,Q7,2017,3.1,Petrol,39059.41,33200.4985
Hyundai,Santa Fe,2013,4.5,Petrol,19505.59,16579.7515
Honda,Pilot,2014,3.6,Hybrid,35159.37,29885.464500000002
Toyota,Prius,2020,1.1,Electric,55540.09,47209.076499999996
BMW,3 Series,2020,2.9,Electric,71165.9,60491.01499999999
Chevrolet,Impala,2015,1.3,Hybrid,23717.36,20159.756
Chevrolet,Impala,2011,4.2,Electric,28754.74,24441.529000000002
Audi,Q5,2019,3.5,Petrol,27698.77,23543.9545
Honda,Pilot,2017,1.4,Electric,64829.01,55104.6585
Hyundai,Santa Fe,2016,2.1,Electric,29520.46,25092.391
Audi,A3,2016,3.5,Diesel,61357.37,52153.7645
Nissan,Altima,2013,4.8,Diesel,76892.3,65358.455
Nissan,Rogue,2017,3.1,Hybrid,16809.44,14288.023999999998
Mercedes-Benz,C-Class,2014,1.2,Petrol,26630.56,22635.976
Nissan,Altima,2017,2.8,Hybrid,41509.21,35282.828499999996
Toyota,Camry,2020,1.4,Hybrid,29860.12,25381.102
Audi,Q5,2018,4.7,Diesel,63454.14,53936.019
Chevrolet,Spark,2011,3.2,Diesel,68007.28,57806.187999999995
Nissan,Rogue,2020,3.5,Hybrid,25142.98,21371.533
Hyundai,Tucson,2016,1.4,Electric,22983.53,19536.0005
Hyundai,Tucson,2015,4.6,Electric,75495.37,64171.06449999999
Ford,Mustang,2017,4.4,Hybrid,25158.15,21384.4275
Nissan,Murano,2010,1.7,Electric,65597.33,55757.7305
Audi,A6,2016,2.4,Electric,57890.1,49206.585
Mercedes-Benz,GLA,2018,2.3,Petrol,77741.14,66079.969
BMW,3 Series,2010,1.1,Hybrid,23064.73,19605.0205
Volkswagen,Jetta,2020,2.3,Diesel,44457.82,37789.147
BMW,7 Series,2012,3.0,Petrol,61831.88,52557.098
Audi,Q5,2016,2.5,Petrol,47540.3,40409.255000000005
Ford,Explorer,2020,4.2,Diesel,61987.81,52689.638499999994
Audi,Q5,2011,3.5,Petrol,38205.0,32474.25
Mercedes-Benz,GLC,2018,2.7,Hybrid,56647.31,48150.2135
Honda,Pilot,2013,1.3,Petrol,23346.81,19844.788500000002
Hyundai,Tucson,2014,2.4,Petrol,70273.59,59732.551499999994
Nissan,Versa,2016,1.1,Hybrid,41617.84,35375.164
Ford,F-150,2014,3.7,Diesel,57251.26,48663.571
BMW,7 Series,2010,3.5,Diesel,61936.86,52646.331
Volkswagen,Jetta,2014,3.4,Electric,25813.63,21941.5855
Volkswagen,Golf,2020,1.4,Hybrid,61110.77,51944.1545
Mercedes-Benz,S-Class,2012,3.8,Electric,28367.43,24112.3155
Toyota,Corolla,2012,3.6,Electric,55903.55,47518.0175
BMW,5 Series,2010,3.5,Electric,53383.01,45375.5585
Ford,Fiesta,2011,2.2,Hybrid,32951.31,28008.613499999996
Hyundai,Santa Fe,2015,1.9,Electric,52042.65,44236.2525
BMW,5 Series,2014,2.7,Hybrid,51277.42,43585.807
Chevrolet,Impala,2010,3.6,Electric,59615.17,50672.894499999995
Ford,Fiesta,2014,2.8,Electric,31677.59,26925.9515
Volkswagen,Golf,2010,3.9,Hybrid,64487.79,54814.6215
Honda,Accord,2013,1.3,Petrol,29137.93,24767.2405
Audi,A6,2012,4.5,Hybrid,53695.14,45640.869
Ford,Explorer,2011,1.7,Petrol,48076.92,40865.382
Honda,Pilot,2020,1.3,Petrol,65399.5,55589.575
Hyundai,Tucson,2017,2.2,Electric,43394.08,36884.968
Ford,F-150,2017,3.9,Diesel,23503.66,19978.111
Hyundai,Tucson,2020,2.9,Diesel,23205.33,19724.5305
Mercedes-Benz,C-Class,2012,1.8,Hybrid,53782.11,45714.7935
BMW,7 Series,2011,4.9,Petrol,27533.08,23403.118000000002
BMW,3 Series,2011,2.2,Petrol,48522.5,41244.125
Chevrolet,Equinox,2019,2.3,Diesel,69435.29,59019.996499999994
Audi,Q5,2017,2.1,Diesel,50059.87,42550.8895
Ford,Focus,2020,3.2,Hybrid,68477.21,58205.628500000006
Toyota,Corolla,2020,2.1,Electric,57454.73,48836.5205
Honda,Accord,2020,3.3,Diesel,32379.3,27522.405
Hyundai,Sonata,2014,2.6,Petrol,39433.59,33518.551499999994
Toyota,Prius,2011,4.1,Hybrid,68773.41,58457.3985
BMW,5 Series,2016,4.9,Hybrid,35306.72,30010.712
Chevrolet,Impala,2020,4.5,Electric,63271.3,53780.605
Chevrolet,Impala,2018,3.9,Hybrid,49394.52,41985.342
Toyota,Camry,2012,1.9,Petrol,18967.04,16121.984
Honda,CR-V,2017,4.3,Hybrid,34596.57,29407.084499999997
Audi,A6,2020,2.4,Hybrid,50503.76,42928.196
Ford,F-150,2013,3.5,Diesel,41513.85,35286.7725
Honda,CR-V,2018,1.4,Petrol,15843.5,13466.975
Volkswagen,Jetta,2017,2.3,Diesel,41080.54,34918.459
Hyundai,Elantra,2012,1.8,Electric,42487.44,36114.324
Volkswagen,Golf,2012,4.8,Petrol,66340.84,56389.71399999999
Nissan,Sentra,2010,2.8,Hybrid,55837.87,47462.1895
Ford,Explorer,2012,2.1,Hybrid,26368.86,22413.531
Audi,A3,2011,2.6,Diesel,27159.02,23085.167
BMW,5 Series,2010,4.8,Diesel,17824.19,15150.561499999998
Honda,Accord,2012,2.7,Diesel,26428.06,22463.851
Nissan,Murano,2010,2.0,Petrol,21476.51,18255.033499999998
Hyundai,Santa Fe,2010,1.5,Electric,20920.44,17782.374
Hyundai,Tucson,2019,4.7,Hybrid,42373.94,36017.849
Nissan,Rogue,2012,2.9,Diesel,31267.37,26577.264499999997
Honda,Civic,2020,1.5,Hybrid,44113.81,37496.7385
Audi,A3,2018,2.8,Electric,65687.17,55834.0945
BMW,7 Series,2019,1.8,Hybrid,60216.36,51183.906
Honda,Accord,2014,2.2,Electric,46960.85,39916.722499999996
Nissan,Murano,2011,3.8,Hybrid,46273.26,39332.271
Toyota,Camry,2018,2.9,Diesel,20236.2,17200.77
Toyota,RAV4,2013,2.3,Electric,64682.73,54980.3205
Audi,A6,2015,2.7,Hybrid,22342.64,18991.244
Hyundai,Elantra,2012,5.0,Diesel,47723.32,40564.822
Hyundai,Kona,2015,4.9,Diesel,15046.56,12789.576
Audi,A4,2015,3.6,Petrol,31092.17,26428.3445
Audi,A3,2011,1.9,Electric,17159.41,14585.4985
Audi,A6,2010,3.0,Diesel,73398.55,62388.7675
Honda,Accord,2012,2.7,Petrol,62422.6,53059.21
Chevrolet,Tahoe,2014,1.4,Petrol,17385.17,14777.394499999999
Mercedes-Benz,GLC,2012,2.7,Hybrid,42033.93,35728.8405
Chevrolet,Impala,2013,1.1,Petrol,21172.57,17996.6845
Hyundai,Elantra,2015,2.6,Electric,22378.13,19021.4105
Audi,A6,2010,2.3,Diesel,47411.38,40299.672999999995
